station,city,state,country,data_source,longitude,latitude,data_type,ts,aqius,aqicn,pm25,pm10,tp,tp_min,hu,pr,ws,wd,pop,ic,hour,date,weekday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,history,2024-10-31 00:00:00+00:00,102.0,51.0,36.0,,29,,30,1009,2.41,258,0,02d,0,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,history,2024-10-31 01:00:00+00:00,105.0,53.0,37.0,,29,,31,1010,2.37,255,0,01d,1,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 02:00:00+00:00,105.0,53.0,,,19,,41,1015,2.17,19,0,01d,2,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 03:00:00+00:00,106.0,53.0,39.48,60.52,19,19.0,40,1015,2.0,1,0,01d,3,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 04:00:00+00:00,106.0,54.0,39.48,60.52,21,21.0,36,1015,2.0,347,0,01d,4,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 05:00:00+00:00,107.0,54.0,39.48,60.52,23,23.0,32,1015,2.0,332,0,01d,5,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 06:00:00+00:00,107.0,54.0,39.48,60.52,25,25.0,27,1014,2.0,316,0,01d,6,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 07:00:00+00:00,108.0,54.0,39.48,60.52,28,28.0,23,1013,3.0,306,0,01d,7,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 08:00:00+00:00,108.0,55.0,39.48,60.52,29,29.0,22,1012,3.0,304,0,01d,8,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 09:00:00+00:00,109.0,55.0,39.48,60.52,29,29.0,22,1012,4.0,301,0,01d,9,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 10:00:00+00:00,109.0,55.0,39.48,60.52,29,29.0,22,1011,3.0,300,0,01d,10,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 11:00:00+00:00,110.0,55.0,39.48,60.52,28,28.0,25,1011,2.0,296,0,01d,11,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 12:00:00+00:00,110.0,56.0,39.48,60.52,24,24.0,31,1011,2.0,299,0,01d,12,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 13:00:00+00:00,111.0,56.0,39.48,60.52,23,23.0,31,1012,1.0,336,0,01n,13,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 14:00:00+00:00,111.0,56.0,39.48,60.52,22,22.0,32,1012,1.0,28,0,01n,14,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 15:00:00+00:00,111.0,56.0,39.48,60.52,21,21.0,33,1013,2.0,41,0,01n,15,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 16:00:00+00:00,111.0,56.0,39.48,60.52,21,21.0,34,1013,2.0,46,0,01n,16,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 17:00:00+00:00,111.0,56.0,39.48,60.52,20,20.0,35,1013,2.0,43,0,01n,17,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 18:00:00+00:00,111.0,56.0,39.48,60.52,20,20.0,35,1013,2.0,46,0,01n,18,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 19:00:00+00:00,111.0,56.0,39.48,60.52,20,20.0,35,1013,2.0,41,0,01n,19,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 20:00:00+00:00,111.0,56.0,39.48,60.52,19,19.0,34,1013,2.0,39,0,01n,20,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 21:00:00+00:00,111.0,56.0,39.48,60.52,19,19.0,34,1012,2.0,38,0,01n,21,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 22:00:00+00:00,111.0,56.0,39.48,60.52,19,19.0,34,1012,2.0,34,0,01n,22,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-10-31 23:00:00+00:00,111.0,56.0,39.48,60.52,19,19.0,34,1012,2.0,34,0,01n,23,2024-10-31,Thursday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 00:00:00+00:00,84.0,38.0,26.91,31.1,18,18.0,34,1012,2.0,30,0,01n,0,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 01:00:00+00:00,84.0,38.0,26.91,31.1,18,18.0,34,1012,2.0,25,0,01n,1,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 02:00:00+00:00,84.0,38.0,26.91,31.1,18,18.0,35,1013,2.0,26,0,01d,2,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 03:00:00+00:00,84.0,38.0,26.91,31.1,21,21.0,32,1013,1.0,14,0,01d,3,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 04:00:00+00:00,84.0,38.0,26.91,31.1,24,24.0,26,1014,1.0,326,0,01d,4,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 05:00:00+00:00,84.0,38.0,26.91,31.1,25,25.0,23,1014,1.0,298,0,01d,5,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 06:00:00+00:00,84.0,38.0,26.91,31.1,27,27.0,22,1013,2.0,295,0,01d,6,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 07:00:00+00:00,84.0,38.0,26.91,31.1,28,28.0,20,1012,2.0,292,0,01d,7,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 08:00:00+00:00,84.0,38.0,26.91,31.1,28,28.0,20,1011,2.0,290,0,04d,8,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 09:00:00+00:00,84.0,38.0,26.91,31.1,28,28.0,20,1011,2.0,288,0,04d,9,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 10:00:00+00:00,84.0,38.0,26.91,31.1,28,28.0,21,1011,2.0,293,0,04d,10,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 11:00:00+00:00,84.0,38.0,26.91,31.1,27,27.0,25,1011,1.0,293,0,04d,11,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 12:00:00+00:00,84.0,38.0,26.91,31.1,24,24.0,29,1011,1.0,301,0,04d,12,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 13:00:00+00:00,84.0,38.0,26.91,31.1,22,22.0,30,1012,0.0,12,0,03n,13,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 14:00:00+00:00,84.0,38.0,26.91,31.1,21,21.0,31,1013,1.0,47,0,02n,14,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 15:00:00+00:00,84.0,38.0,26.91,31.1,21,21.0,32,1013,2.0,61,0,02n,15,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 16:00:00+00:00,84.0,38.0,26.91,31.1,20,20.0,32,1014,2.0,63,0,02n,16,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 17:00:00+00:00,84.0,38.0,26.91,31.1,20,20.0,32,1014,2.0,66,0,01n,17,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 18:00:00+00:00,84.0,38.0,26.91,31.1,20,20.0,32,1013,2.0,65,0,01n,18,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 19:00:00+00:00,84.0,38.0,26.91,31.1,20,20.0,32,1013,2.0,62,0,01n,19,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 20:00:00+00:00,84.0,38.0,26.91,31.1,19,19.0,32,1013,2.0,64,0,01n,20,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 21:00:00+00:00,84.0,38.0,26.91,31.1,19,19.0,32,1013,2.0,59,0,01n,21,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 22:00:00+00:00,84.0,38.0,26.91,31.1,19,19.0,32,1012,2.0,56,0,01n,22,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-01 23:00:00+00:00,84.0,38.0,26.91,31.1,18,18.0,33,1012,2.0,48,0,01n,23,2024-11-01,Friday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 00:00:00+00:00,85.0,39.0,27.61,30.37,18,18.0,32,1013,2.0,49,0,01n,0,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 01:00:00+00:00,85.0,39.0,27.61,30.37,18,18.0,32,1013,2.0,45,0,01n,1,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 02:00:00+00:00,85.0,39.0,27.61,30.37,18,18.0,34,1014,1.0,41,0,01d,2,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 03:00:00+00:00,85.0,39.0,27.61,30.37,21,21.0,31,1014,1.0,36,0,01d,3,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 04:00:00+00:00,85.0,39.0,27.61,30.37,23,23.0,26,1015,1.0,334,0,01d,4,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 05:00:00+00:00,85.0,39.0,27.61,30.37,25,25.0,23,1014,1.0,296,0,01d,5,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 06:00:00+00:00,85.0,39.0,27.61,30.37,26,26.0,22,1014,1.0,278,0,01d,6,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 07:00:00+00:00,85.0,39.0,27.61,30.37,28,28.0,21,1013,2.0,280,0,04d,7,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 08:00:00+00:00,85.0,39.0,27.61,30.37,28,28.0,20,1012,2.0,284,0,04d,8,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 09:00:00+00:00,85.0,39.0,27.61,30.37,28,28.0,19,1011,2.0,285,0,04d,9,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 10:00:00+00:00,85.0,39.0,27.61,30.37,28,28.0,19,1011,2.0,282,0,04d,10,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 11:00:00+00:00,85.0,39.0,27.61,30.37,27,27.0,24,1012,2.0,280,0,04d,11,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 12:00:00+00:00,85.0,39.0,27.61,30.37,23,23.0,29,1012,1.0,299,0,04d,12,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 13:00:00+00:00,85.0,39.0,27.61,30.37,22,22.0,29,1013,0.0,25,0,04n,13,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 14:00:00+00:00,85.0,39.0,27.61,30.37,22,22.0,29,1013,1.0,57,0,04n,14,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 15:00:00+00:00,85.0,39.0,27.61,30.37,21,21.0,30,1014,2.0,64,0,04n,15,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 16:00:00+00:00,85.0,39.0,27.61,30.37,20,20.0,31,1014,2.0,68,0,04n,16,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 17:00:00+00:00,85.0,39.0,27.61,30.37,20,20.0,31,1015,2.0,69,0,04n,17,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 18:00:00+00:00,85.0,39.0,27.61,30.37,20,20.0,30,1015,2.0,63,0,04n,18,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 19:00:00+00:00,85.0,39.0,27.61,30.37,19,19.0,30,1014,2.0,64,0,01n,19,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 20:00:00+00:00,85.0,39.0,27.61,30.37,19,19.0,30,1014,2.0,66,0,01n,20,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 21:00:00+00:00,85.0,39.0,27.61,30.37,19,19.0,30,1014,2.0,62,0,01n,21,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 22:00:00+00:00,85.0,39.0,27.61,30.37,19,19.0,30,1014,2.0,56,0,01n,22,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-02 23:00:00+00:00,85.0,39.0,27.61,30.37,18,18.0,30,1014,2.0,50,0,01n,23,2024-11-02,Saturday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-03 00:00:00+00:00,94.0,46.0,32.31,37.19,18,18.0,30,1014,2.0,48,0,01n,0,2024-11-03,Sunday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-03 01:00:00+00:00,94.0,46.0,32.31,37.19,18,18.0,30,1014,2.0,46,0,01n,1,2024-11-03,Sunday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-03 02:00:00+00:00,94.0,46.0,32.31,37.19,18,18.0,32,1015,1.0,40,0,01d,2,2024-11-03,Sunday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-03 03:00:00+00:00,94.0,46.0,32.31,37.19,21,21.0,30,1015,1.0,28,0,01d,3,2024-11-03,Sunday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-03 04:00:00+00:00,94.0,46.0,32.31,37.19,23,23.0,25,1015,1.0,341,0,01d,4,2024-11-03,Sunday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-03 05:00:00+00:00,94.0,46.0,32.31,37.19,25,25.0,23,1015,1.0,293,0,01d,5,2024-11-03,Sunday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-03 06:00:00+00:00,94.0,46.0,32.31,37.19,26,26.0,21,1015,2.0,283,0,01d,6,2024-11-03,Sunday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-03 07:00:00+00:00,94.0,46.0,32.31,37.19,27,27.0,20,1014,2.0,280,0,01d,7,2024-11-03,Sunday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-03 08:00:00+00:00,94.0,46.0,32.31,37.19,28,28.0,19,1013,2.0,279,0,01d,8,2024-11-03,Sunday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-03 09:00:00+00:00,94.0,46.0,32.31,37.19,28,28.0,19,1012,2.0,278,0,01d,9,2024-11-03,Sunday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-03 10:00:00+00:00,94.0,46.0,32.31,37.19,28,28.0,19,1011,2.0,284,0,01d,10,2024-11-03,Sunday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-03 11:00:00+00:00,94.0,46.0,32.31,37.19,27,27.0,23,1011,1.0,290,0,01d,11,2024-11-03,Sunday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-03 12:00:00+00:00,94.0,46.0,32.31,37.19,23,23.0,27,1011,1.0,300,0,01d,12,2024-11-03,Sunday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-03 13:00:00+00:00,94.0,46.0,32.31,37.19,22,22.0,28,1012,0.0,352,0,04n,13,2024-11-03,Sunday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-03 14:00:00+00:00,94.0,46.0,32.31,37.19,21,21.0,29,1013,1.0,45,0,04n,14,2024-11-03,Sunday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-03 15:00:00+00:00,94.0,46.0,32.31,37.19,21,21.0,29,1013,2.0,56,0,04n,15,2024-11-03,Sunday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-03 16:00:00+00:00,94.0,46.0,32.31,37.19,20,20.0,29,1014,2.0,62,0,04n,16,2024-11-03,Sunday
"Device 1, Suraj Gali",Haripur,Khyber Pakhtunkhwa,Pakistan,station,72.9174,33.8343,forecast,2024-11-03 17:00:00+00:00,94.0,46.0,32.31,37.19,20,20.0,29,1014,2.0,65,0,04n,17,2024-11-03,Sunday
